Sentence,Toxicity Level,Tone,Language,Implied Sentiment,Negative Connotations
مبروك يلا والله عاش ⁦ ❤ ️⁩,Low,cheerful,colloquial and expressive,positive,none
هذا السلام اللي تتكلمون عنه ؟ حسبي الله عليكم,Medium,frustrated,hostile and accusatory,negative,حسبي الله عليكم
لم أكن لأنفق دولار واحد في ذلك المكان,Low,negative,informal and critical,disapproval,"دولار, المكان"
كيف فشلت؟ ايش كان المطلوب لكي تكون ناجحة؟,Low,curious,inquisitive and neutral,supportive,فشلت
قصير...ازاي ده دخل الكليه الحربيه 🤔,Medium,inquisitive and judgmental,informal,critical,قصير
راكيتيتش بيكيه أقرب دار عجزة,Medium,disrespectful,derisive,negative,دار عجزة
رجعتونا كي يهود ارتقى,High,accusatory,derogatory and offensive,negative,يهود
هي الناس مالها قلبت كده ليه؟,Medium,informal,conversational,frustration or confusion,none
ما هذه المزحة البيروقراطية الغير منطقية والقاسية!,Medium,critical,expressive,negative,"بيروقراطية, الغير منطقية, القاسية"
طيب شرايك بيدها؟ مشكلة اليدين كل شيء بالجسم ينحف الا هم يعني كانت سمينة,Medium,casual,informative and conversational,criticism,"مشكلة, سمينة"
انا بعتذر على المسبة وبقلو ......,Medium,apologetic,informative and neutral,regretful,المسبة
إن مخففة من الثقيلة واسمها محذوف ، أي إنه لا سبيل طريق إلى الحياة .,Low,formal,explanatory and academic,neutral,none
صاحب الدراسه مايبي ينحف دراسه كذبيه لايلعب عليكم,Medium,dismissive,accusatory and derogatory,negative,"كذبيه, لايلعب عليكم"
بدنا حدا يقدر يرجعلنا الشهدا اذا بيقدر غير هيك كلن مساكين,Medium,informal,emotive and critical,frustrated,مساكين
اذا كل هيدا ما بدّو يولّد حقد وشتائم شو بدّكن يولّد ؟ أوبريت الأرز؟,High,sarcastic,critical and aggressive,negative,"حقد, شتائم"
جاستن وجماعته لديهم جدول أعمال,Low,neutral,informative,neutral,none
الحريبي يدعي انه عريباني,Medium,accusatory,informative and implicative,skeptical,يدعي
وصوت له الناس.,Low,neutral,informative,supportive,none
اقسم بالله ان دوريكم دوري مبتدئين اجل اتلتيكو متصدر فرق ١١ و باقي له ٣ مباريات اخر شي ينقلب وضعه كذا,Medium,critical,informative and informal,frustrated,"مبتدئين, ينقلب وضعه"
تعب منهم قام يبني هجمات لنفسه حسبي الله منك فريق,Medium,frustrated,colloquial and aggressive,negative,"تعب, هجمات, حسبي الله, فريق"
فقط انظر إلى عائلة براون وبقية عائلتهم.,Low,neutral,informative,observational,none
في الاف بقطر عم يسترزقو مش كرمال يجي واحد متلك يعمل خلاف روحروح ضب زعرانك,High,aggressive,colloquial and confrontational,hostile,"خلاف, ضب, زعرانك"
مش ناقصة الا انتوا بجد,Medium,frustrated,colloquial,negative,انتوا
ما هوي لو بيسكت بعيد عنا بقول يعدمني يا فكروا اذا بصرخوا صوتهن بيوصل,Medium,aggressive,emotional and accusatory,hostile,"يعدمني, صرخوا"
م راح اناقشك لانك بسيطة,Medium,dismissive,informal and dismissive,condescending,بسيطة
ردا على فقرتك الأخيرة,Low,neutral,informative,neutral,none
منارة مضيئة .,Low,neutral,descriptive,positive,none
في ريديت قد تجد الكثير من الناس الذين لا يعرفون شيئا,Medium,criticizing,informative and negative,frustration,لا يعرفون شيئا
هوا في بنات للدرجادي؟ ، االنوع اللي زي ده يسط متعملوش بلوك دي تحط اسمها كده واحنا اللي هنخش نخليها تسيب تويتر خالص,High,aggressive,bullying and derogatory,hostile,"سط, متعملوش بلوك, نخليها تسيب تويتر خالص"
لن يكون ذكيا إن لم يكن كذلك,Low,neutral,informative,conditional,none
قتلت المباراة من اول ربع ساعة يا فاران 🙂,Medium,sarcastic,informal,critical,قتلت
قايل لك حشرونا مدرب لا يصلح لبرشلونه,Medium,critical,informal,displeased,"حشرونا, لا يصلح"
بس نهى للحين ماتغيرت,Medium,critical,informal and judgmental,disappointment,ماتغيرت
يجب أن نهزمهم,Medium,assertive,directive,confrontational,نهزمهم
قد يكون ثملا ومعه مسدس,High,serious and alarming,informative and concerning,warning,"ثملا, مسدس"
رهف يومي حلو لا تخليني أزعل منك,Low,informal,informative and neutral,casual,أزعل
هذا فلسطيني ومايمثل اللبنانيين ولا غيرهم,Medium,dismissive,exclusive and judgmental,negative,None
تقبريني خلي جوزك حدك، في كتير بنات بالمظاهرة,Medium,commanding,colloquial,critical,"تقبريني, خلي جوزك حدك"
اول مرة اعرف ان الجزيرة دي كدة,Low,neutral,conversational and informal,surprise,none
كيف يمكن لطلاب اللون أن يتوقعوا الدراسة في بيئة سامة؟,Medium,concerned,informative and questioning,negative,سامة
يعني ماتدري وش يبي ياصله المدرب ؟؟؟. تلعب بثلاث محاور وهي ذهاب بس. ليش غريزمان دكه وتحط فيدال صانع لعب…,Medium,critical,colloquial,frustration,"ماتدري, ليش"
مو قادرين على دوري كله مبتدئين خخخخخ,Medium,mocking,informal and dismissive,derisive,"مو قادرين, مبتدئين"
مادام الدعوه سهلة يالزيدي ورى معزبك جايب جماعة تقسيم لحمايته مادام غيركم ساذج؟ لا تتحدثون عن ال,High,confrontational,derogatory and accusatory,negative,ساذج
وانتـي حكيتيها اخيكـ مو مثلكـ ههههههههههههههههههه,Medium,mocking,informal and confrontational,negative,none
جابت فساتين احلامها و رمتهم على البنت طيب يمكن البنت سمينة 😭😭😭,Medium,informal,colloquial and critical,derogatory,سمينة
بما أن الأشخاص الساذجين فقط هم من سيأخذون إشارات سياسية من الفيسبوك، أستطيع أن أرى لماذا الحزب الديمقراطي يشعر بالذعر!,Medium,sarcastic,informative and critical,negative,"الساذجين, بالذعر"
هذه طقوسكم ومقدساتكم يابني إيران,Medium,condescending,critical,disapproval,none
الاتراك موجودين غصبا عن السيسي واللي معاه لو فيهم راجل يقدر يطلعهم يورينا ي…,High,challenging,confrontational,hostile,"غصبا, لو فيهم راجل"
في مجال تانى روحانى لن تراها ماديا، لغاية اما ترقد جنبها ان شاء الله 🤦🏻‍♂️,Medium,sarcastic,conversational and informal,ironic,ترقد
عم أحكي عن الجعفري نظام الجعفري قتل نص مليون وهجّر نص الشعب حرفياً لأنه طلعوا مظاهرات ضده وبعدين بتقلي إني أنا يلي ما بفهم بآداب الحوار؟,High,angry and accusatory,informative and confrontational,aggressive,"قتل, هجّر"
انشهد بيكون ساذج لو استمر لأن بإذن الله بداية الانهيار لذا الفريق,Medium,critical,informative and negative,negative,"ساذج, الانهيار"
ابن الجنوب ابن اشرف الناس,Low,proud,regional and assertive,positive,none
دا مش انستاا خالص دا مسابقة أي كلام,Medium,informal,derisive,negative,أي كلام
نحنا نتمى لكم انكم بخير ومحد يصير له شيء وهاذا جزاتنا ؟ كل ماصار شيء,Medium,frustrated,questioning and accusatory,discontent,جزاتنا
يرحم امك رابع مره اسوي مسحه يالليل كورونا الفكك ههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههههه,Low,frustrated,colloquial and informal,annoyed,الفكك
نفسي ارجع اصاحب كويتيين شيعيين كانوا يونسوني اكتر منكم,Medium,critical,informal,nostalgic and dismissive,none
اللهم امين ونسال الله ان يفرج عنكم ويرد كيد الشيعة الإيرانيين في نحورهم.,High,hostile,combative and aggressive,negative,كيد الشيعة الإيرانيين في نحورهم
يجب أن يتدخل الغرب فورا وتخصيص ميزانية لإيقاف هؤلاء الناس,Medium,urgent,coercive,aggressive,إيقاف
نعم، ألعاب ليغو هي حروب النجوم لعينة.,Medium,informal,casual and critical,negative,لعينة
اللي مايخاف من الله خافوا منه عليكم وين الرحمه علا قل رأفة في أطف…,Medium,warning,commanding and somewhat accusatory,concerned,"خافوا, وين الرحمه, رأفة"
نحن كائنات بشرية .,Low,neutral,informative,neutral,none
اسألي مين قتل اهلنا,Medium,accusatory,informative and emotional,negative,قتل
ميسي أنت أذكى لاعب في العالم فلا تكون ساذج ببقائك في برشلونه في ظل وجود الرئيس والمدرب ... كمل مسيرتك خارج برشلونه #برشلونه_ميونخ,Medium,advisory and critical,persuasive and slightly derogatory,discontent and admonishing,ساذج
تعليقك هو الغير مدروس.,Medium,critical,assertive,disapproving,الغير مدروس
🤣 الطالب سمين من الكسل ! يستاهل,High,mocking,insulting,derogatory,"سمين, الكسل, يستاهل"
وليد جنبلاط كاتب الحكمة,Low,neutral,informative,positive,none
كم كان هذا الرجل غبيًا ليقرر إنشاء متجر قبل أن يصبح بيع الحشيش قانونيًا؟,High,hostile,derogatory,critical,غبيًا
"مافي غيرك, هو يتكلم عن انجازات و انت تضحك بسخرية و كان شعبك لم يموتوا اليوم بسبب انعدام الاكسجيين",Medium,sarcastic,critical and accusatory,disparaging,"تضحك بسخرية, لم يموتوا, انعدام الاكسجيين"
هل ترى كم هي مضحكة هذه القضايا؟,Low,inquisitive,casual,mocking,مضحكة
زوما لم يفعل كل هذا بمفرده، كان لديه دعم من هؤلاء الأشخاص.,Low,neutral,informative,neutral,none
دوري زيك كعادتك دايما,Medium,informal,colloquial and dismissive,sarcastic,كعادتك
هذا مغتصب ومحتل وقاتل لا تضل تتمسكن عندهم وارفع قدرك,High,hostile,aggressive and accusatory,negative,"مغتصب, محتل, قاتل, لا تضل تتمسكن"
أنت لا شيء بالنسبة لي.,High,dismissive,condescending,hostile,لا شيء
كندا تأثرت في هذا، والاتحاد الأوروبي سمح بحدوث ذلك,Low,informative,neutral,factual,none
يع ترا بكره تضحكين ع مقاطعك وتشوفين نفسك 😭😭😭😭,Low,informal,casual and teasing,lighthearted,none
ترا والله العظيم في افضل منك كثير تلعب زين والا اطلع,Medium,aggressive,informal and admonishing,disapproving,"افضل منك, تلعب زين والا اطلع"
يا ويلي ويلاه عالفاضي و نفع أكثر منهم !!! 😂😂😂انا اقرأ المانجا ف عشان كذا .. المهم مابي اتحمس و أحرق خليني ساكته,Low,informal,casual and expressive,mixed,"عالفاضي, أحرق"
قويه يا استاذنا كان أردوغان يقول حدوده مشتركه مع…,Low,informal,conversational,neutral,none
يا عيب الشوم عليك,Medium,reproachful,informal and accusatory,negative,"عيب, الشوم"
ياحكم قسم بالله عيب اللي قاعد يصير عطهم الدوري وخلاص ياخي,Medium,agitated,informal and critical,frustration,"عيب, اللي قاعد يصير"
ماهو حذرنا قبل أردوغان من تدعيات افعاله على المساجد في العالم وما سمع,Medium,critical,informative and critical,disapproval,تدعيات افعاله وما سمع
هيلاري كلينتون هي شخصية سياسية.,Low,neutral,informative,objective,none
ههههههههه الله المستعان اللي عنده خدامة افريقيه يحجز راتب عليها لما تعدي شهر رمضان اضمن شي,High,disrespectful,derogatory,discriminatory,خدامة افريقيه
حقيقة أننا جميعا سندفع ثمن هذا الحزب الليبرالي الضخم يجعلني أشعر بالسوء,Low,frustrated,critical,negative,السوء
طلع كمان طارق المجذوب سارق البلد يا جماعة هودي بالشارع فاشلين ولاد فاشلين,High,aggressive,derogatory and accusatory,hostile,"سارق, فاشلين, ولاد فاشلين"
كل قرار جديد ترفضونه و يصير غصب عنكم مو برضاكم ورفضكم اللي ما أحد درى عنه .. مجتمع ساذج,Medium,confrontational,critical,negative,"ساذج, غصب"
خلعتك ضربة ع وترك الحساس تا فعت هالفوعة؟؟؟ ههههه الله يشفيك,High,mocking and dismissive,derisive and informal,negative,"خلعتك ضربة, هالفوعة, الله يشفيك"
خير ان شاءالله زوجك ريح يتزوج عليك وحده ثانية 🤣🤣,High,sarcastic,mocking,malicious,ريح يتزوج عليك وحده ثانية
شو بدي قول,Low,informal,neutral,frustration or confusion,none
ههههههه والليرة طاحت بسبب سياسات أردوغان,Medium,mocking,informal,critical,طاحت (fell)
عواش اتخيل شكلك كذا مليانة وحلوه😂,Medium,casual,informal and mocking,teasing,مليانة
كمية مرض موجوده هنا حسبي الله عليكم تحطين ايات وتدعمين الفواحش سرطان يفتق بأدمغتكم ا,High,hostile,aggressive and critical,negative,"مرض, الفواحش, سرطان, يفتق"
يا اخي البايرن يضغط عليك بكل لاعبينه حتى الأظهرة وواقفين عند منطقة جزائك. وانت تبدأ الهجمة بتمريرات قص…,Low,informal,descriptive and critical,frustration,"يضغط, واقفين"
اجل يكنسلون رحلتهم يقولون مطفر 🤣,Medium,sarcastic,colloquial,mocking,مطفر
بلد يسمح للشيعي الأيراني أن يقيم على ارضه هوى على خطر عظيم لأن هذه الفئة من الشيعة اعداء الأسلام والمسلمين والعرب عمومًا,High,hostile,discriminatory and inflammatory,negative,"خطر, اعداء"
الفضلات تخرج من مكانها.,Low,informative,neutral,descriptive,الفضلات
الكويت قدمت لهم دعم عن طريق الهلال الاحمر الكويتي,Low,formal,informative and neutral,positive,none
الكثير منهم لا يستحقون الاحترام ويجب أن يتم طردهم من المجتمع.,High,hostile,judgmental and exclusionary,aggressive,"لا يستحقون الاحترام, طردهم"
سؤال بسيط كيف تسب أمه رغم انكم من نفس الأم ؟,Medium,inquisitive,conversational,challenging,تسب
كانت احتفلت معهم يا حكم,Low,conversational,informative and neutral,casual,none
شهالحكومه الى منطنشه الشعب عيزوا وهم يصرخون ما نبييكم في بلدنا شهالقصه الى مالها نهايه,Medium,angry and frustrated,critical and informal,negative,"منطنشه, عيزوا, يصرخون, ما نبييكم, مالها نهايه"
أتدرك أن هذا غير منطقي، أليس كذلك؟,Low,questioning,informative and neutral,critical,غير منطقي
انا لا أرى الخير هذه الايام، أرى حربا ضروس، يا صهاينة، يا أعداء الإنسانية.,High,hostile,aggressive and confrontational,anger,"حربا ضروس, صهاينة, أعداء الإنسانية"
الله يرد كيدهم في نححورهم أحفاد الإيرانيين ويشغلهم بأنفسهم عن بلاد المسلمين…,High,hostile,emotive and confrontational,aggressive,"كيدهم, نححورهم, يشغلهم"
يا مفبركين يعني الفرش مايحطوه الا للمساجد دون غيرها طيب يا رجل وملحقات المساجد واذا قد…,Medium,critical and confrontational,emotive and questioning,frustration,مفبركين
يسطا قول الحمدلله معاك دوري انا معايا و معيش 😂,Medium,sarcastic,informal,resentful,معيش
ثورة فاجرين وبنات بارات,High,derogatory,offensive,hostile,"فاجرين, بارات"
قد تكون كارما مع هذا الشخص على خلاف,Low,matter-of-fact,conversational,neutral,none
ابي وحده نتخيل احلى جو نعيش قصه قريبه للواقع الحقيقي ابي وحده خبيره سيناريو بنعيش جو,Low,casual and enthusiastic,informative and casual,positive,none
ي بعض الناس ودك تحط بحلقه تبن وحتى التبن مايكفي مشكله والله,High,aggressive,derogatory and offensive,hostile,تحط بحلقه تبن، التبن مايكفي، مشكله
تبدو بحالة سيئة,Medium,negative,informative and direct,critical,سيئة
ليس بعض الناس، مثل هذا الغني.,Medium,critical,informative,disapproving,الغني
إذا كنت فعلت، لن تكون نشر مثل هذه الأشياء.,Medium,accusatory,directive,confrontational,مثل هذه الأشياء
مين يلبس اخضر غير مدرس البدنية,Medium,sarcastic,informative and neutral,teasing,none
بناته يرتدين ملابس غير جيدة، وتقييمات برنامجه التلفزيوني السابق غير جيدة، إلخ.,Medium,critical,judgmental and critical,negative,غير جيدة
فقط شخص، ويبدو أن العالم كله، سيأخذ استطلاع نيك نانوس على وجه القيمة.,Medium,sarcastic,colloquial,skeptical,none
أنت ساذج في السياسية و لاتفقه شئ عنها .. السعودية والإمارات تحالفهم سياسيا وعسكريا ودبلوماسيا لاي…,Medium,insulting,informative and aggressive,negative,"ساذج, لاتفقه شئ"
سوا فحول او غيرهم الكل اذا شاف استانس 🔥,Medium,informal,casual and ambiguous,potentially offensive,"فحول, استانس"
ولا عمرنا لعبنا معهم بدون المهازل هذه حسبي الله,Medium,frustrated,informative and critical,negative,"المهازل, حسبي الله"
اقرأ كتابا من فضلك,Low,polite,informative,courteous,none
وانتم شو دخل أهلكم في الموضوع بتحشرو حالك في كل اشي,Medium,aggressive,confrontational,frustrated,"تحشرو, كل اشي"
ربما يجب على هؤلاء النساء أن يقمن بمسيراتهن في السعودية أو إيران حيث توجد مشكلات حقيقية ضد المرأة.,Medium,sarcastic and critical,derogatory and judgmental,negative,مشكلات حقيقية ضد المرأة
هذا الشخص غير قادر على التحكم ويجب أن يرحل.,Medium,accusatory,direct and assertive,disapproving,غير قادر، يجب أن يرحل
حطيت نعى ليها ع الواتس دخلوا كل صحابى يقولولى انتى ازاى زعلانه عليها دى لا تؤمن بالله فى ال…,Medium,critical,informative and judgmental,disdain,لا تؤمن بالله
إنهم من نفس العصابة,Medium,accusatory,informative and derogatory,negative,العصابة
هيا، دع الأمر ينتهي.,Low,imperative,direct,neutral,none
يريد أن يفتح لنفسه طريق في البحر ...عبثا رجال مصر رجال أشداء ولا مجال أن تملي عليهم شروطك يا أردوغان,Medium,hostile,confrontational and assertive,defensive,"عبثا, لا مجال, تملي عليهم شروطك"
لدي دخل متاح مثل هؤلاء الآخرين,Low,neutral,informative,positive,none
وانا عبالي انك وايت كراكر بياض الثلج اشقر معظل تاليه طلعت غير,High,informal,derogatory and offensive,disparaging,"وايت كراكر, معظل"
أنت مخطئ حقا إذا كنت تعتقد أنه سيرى ضوء النهار كرجل حر مجددا,Medium,assertive,informative and critical,negative,مخطئ
كل ما هو أسمر جميل🖤,Low,positive,colloquial and expressive,appreciation,none
بالمستشفى الأميري واحد قال حق الشايب سلامات حجي رد عليه الله يسلمك هذا من الشياب الطيبيين 😃 😜 😜,Low,informal,conversational and friendly,positive,none
إنه مجرد متحدث كبير.,Medium,disparaging,critical and dismissive,negative,مجرد
أنت شخص غير لائق ويجب أن يتم حظرك.,High,hostile,aggressive and judgmental,negative,"غير لائق, حظرك"
كيف عاشت سوريا الاسد؟ قتلتو السوريين و دمرتو البلد و عم تسرقو من الشعب,High,accusatory,critical and confrontational,angry,"قتلتو, دمرتو, تسرقو"
الشيء الجيد أنهم ليسوا في g7,Low,neutral,informative,relief,none
أوه أنت تكذب كثيرا,Medium,accusatory,conversational but confrontational,negative,تكذب
يرحم امك يا الاسطوره الافضضل في التاريخ 💙 💙,Low,respectful,colloquial and informal,admiring,none
يله قول لعمك أردوغان يحررها,Medium,informal and sarcastic,colloquial and suggestive,ironic,يحررها
دامك سمينة ماتصلح لك العسكريه.... 😂,High,disrespectful,informal and mocking,negative,"سمينة, ماتصلح لك العسكريه"
و لما العسكري دا يتسحل و يدبح في الشوارع، يطلع شوية ناس يقولوا حرام، حق اللبنانيين هيرجع بالقوة.…,High,aggressive,colloquial,violent,"يتسحل, يدبح"
المهم نستغل الاخطاء الدفاعية المدرب ساذج يتصرف المهم ينزل غريزمان,Medium,critical,colloquial and critical,disapproving,ساذج
هذي من الاسئلة التي تصنف تحت بند (حط بينك و بين النار شيخ) لا أعلم ماذا يتوقع المستفت…,Medium,sarcastic,informative but potentially confrontational,critical,النار
اللي ما حسمها بالشوط الأول يستاهل اللي يجيه,Medium,critical,conversational and judgmental,negative,يستاهل
ضيعت عمري علي صحوبيتكوا يا شوية فشلة,High,aggressive,colloquial and confrontational,resentful,"ضيعت, فشلة"
للأسف، ستكون هاواي التي ستدفع، وليس هذا الشخص.,Medium,disappointed,informative,negative,للأسف
يبدو أن هذه الفكرة ليست جيدة,Low,critical,informative and analytical,negative,ليست جيدة
ما الي جلادة ارسم شجرة العيلة,Low,informal,colloquial,casual,none
ياخي بدل عالأقل عشان تضيع وقت صحيح إنك مدرب غير كفؤ,Medium,critical,informative yet confrontational,negative,غير كفؤ
انشالله عن قريب لازم بقى ينشد هالشخص وينرمى بشي سجن,Medium,aggressive,derogatory,hostile,"ينشد, ينرمى, سجن"
هذا حرفيا الشيء السيء الذي سمعته في حياتي,Medium,negative,informative,critical,السيء
خلاص ما تعيطش مصر حلوه وزي الفل,Medium,dismissive,informative and slightly imperative,encouraging but dismissive,ما تعيطش
أنت تعلم أن هذا النوع من التعليقات الغير مهذبة ليس مفيدا,Medium,critical,informative and slightly reprimanding,negative,الغير مهذبة
مدامها سكتت عن الوزن معنتها سمينة,High,derogatory,insulting,negative,"سكتت, سمينة"
يا لكم من فسدة اهذا ملعب يلعب عليه لاعبيين بمبالغ مالية وتكاليف اقامة وسفر حسبي الله عليكم,Medium,critical and accusatory,accusatory and emotional,negative,"فسدة, حسبي الله"
لذا أفترض أن استخدامهم لضرائبنا يبلغ أكثر من مليون دولار!,Medium,accusatory,critical,discontent,استخدامهم لضرائبنا
هذا الي قدرتو عليه المنظمات هي أكثر من تنتهك حقوق الإنسان وانت في مواقع ال,Medium,critical,accusatory and critical,negative,"تنتهك, حقوق الإنسان"
هم يفعلون نفس الشيء.,Low,neutral,informative,neutral,none
هذا الدوري مب مبتدئين انجلترا 😂,Low,mocking,informal,dismissive,مب مبتدئين
خلال الشوط الثاني محتاج تسجل هدفين .. واخرتها ما تصنع ولا فرصه للهجوم !!!!!!!!!!!!!!!!!!!!!!!!!!!!! الله يرحم امك فريق عكاك,Medium,angry,informal and critical,frustrated,عكاك
لنحافظ على الدفاع والمحاكم,Low,formal,directive and neutral,directive,none
