Sentence,Negative Connotations
ኦኦፕፕስስ የሆክ ለማኝ እከክሲጀመር መንግስትን ከአንድ ሌባ ማፊያ ቡድን ታወዳድራለህ???? ለነገሩ አይፈረድብህም የልመና ስነልቦና ነው ያለህ ለማኝ ለአብይ ትዊት አንበሳ,"ሌባ, ማፊያ, ቡድን"
ይሄ ባለጌ ምን ማለቱነው ነጭ ለብሶ መከላከያ ውስጥ የገባው?,ባለጌ
ደህና ቤተሰብ ያለው ጉራጌ ጓደኛ አትይዥም . አመዳም የኔ አይነቱ ጋር ከምትዳረቂ,አትይዥም
ኡዝቤኪስታን እና ታጃኪስታን የሉበትም። ጉራ ብቻ። ምርኮኛ,"ጉራ,ምርኮኛ"
ውሎህን የምታውቀው አንተ ነህ።ሆዳም ከምግብና መጠጥ ቤት ውጪ አያውቅም,ሆዳም
3:30 Jaal Maroo አልጀዚራ ላይ ይቀርባል ሲባል አጅሬው 3 ሰዓት ላይ ሙሉ ከተማ መብራት ድርግም,
ይሄም አንድ ማሳያ ነው አብይ (እስስት) ከትግራይ ህዝብ እና ከንብረቱ በላይ ለታንክ ያለው ፍቅር ከፍተኛ ነው። በተያያዘ ዜና ???? የትግራይ እናቶች ህፃናት እንባ ሲያ,እስስት
ስለማይገባው ለማይረዳ አይምሮው ድፍን ለሆነ ሰው ይሄ ሁላ አያስፈልግም ሰሉዬ ሀፍተይ መተው ብቻ ??,"ስለማይገባው, ለማይረዳ, አይምሮው, ድፍን, ሀፍተይ"
አንተም እኮ ወያኔ በሚከፍልክ መጠን ነበር ኮምፒውተር ስር ተወሽቀህ የምትፅፈው ልቡማ ቢኖርህ ሄደህ ጓዶችህኖ ትረዳ ነበር ገና እያንዳንዷ ተለቅማ ትገባታለች ከሀዲ,"ተወሽቀህ, ትረዳ, ትገባታለች, ከሀዲ"
የት ሆነሽ ነው ግን እንደዚህ ምትፎክሪው? እንደወንዶቹ በረሃ ገብተሽ ቢሆን ይህን የምትዪው አንቺ ባለ አላማ ነሽ የምትይዉን ሁሉ አምንሻለው,"ምትፎክሪው, በረሃ ገብተሽ"
ልታዝንለት ይገባል የሰው ልጅን የከፍታ ማማ እና የውርደትን ጥግ በዚህ ሰውዬ ውስጥ አነሁ ግን እኛስ እንማርበት ይሆን?,ውርደት
እስክንድር ነፃነትን ፈለገ እንጅ ስልጣንን መቼ ፈለገ። ማፈሪያ ይሄ እንኳን የማይገባው ስንት የስልጣን ጥማተኛ ሲንቀዠቀዥ እያየን ነው።,"ማፈሪያ, ጥማተኛ"
ፈሪዎች ናቸው እንደእንሱ ፈሪ የለም ቲኒሽ ቂጣቸውን በጥይት መውጋት ነው ያንን ነው የለመዱት,"ፈሪ,ቂጣቸውን በጥይት መውጋት"
ሰው ላይ ጣትህን አትቀስር በ21 ክፍለዘመን ጦርነት ማወጅ ማለት ዝቅጠት ነው።በሀሳብ ነው የምንነጋገረው ለዛም ነው social media የምንጠቀመው አሊያ ከpol,"ጦርነት, ዝቅጠት"
ሳነበው ቁስሉ እኔ ላይ የደረሰ ነው የመሰለኝ። አሸባሪዎቹ ጅቦች እግዚአብሔር የእጃችሁን ይስጣች።,"አሸባሪዎቹ, ጅቦች"
ሌባ እሁንም ነገር ለማባባስ አፋቸው ይከፍታሉ የደደብ ስራ ነው ይተናገረው እሱ ብሎ ደግም አሳፋሪ,"ሌባ,የደደብ,አሳፋሪ"
የኦሮሞ መብት እንዲነካ ማንም አይፈልግምና የኢትዮጵያ ህዝብ በሙሉ ኦነግ ይሆናል,እንዲነካ
ተይ ቢሏት የማትሰማ ደነዝ ነገር ናት: ጡዛ እየመጣች የምትለውን እንኩዋን ላይታ የማታውቅ ድንዙዝ ናት: ጭራሽ ለምን ታቅፏት አይዞርም ይቺን ጋለሞታ,"ደነዝ,ጡዛ,ድንዙዝ,ጭራሽ,ጋለሞታ"
ሲፈርስ ለምን ማስቆም አልቻለም አላልኩም ግን ሀውልቱ ወደ ቦታው አለመመለሱ ግን የሱ ፍላጎት ነው . ሰሞኑንማ የጤና ያርግልህ ????,"ማስቆም አልቻለም, አለመመለሱ, ግን"
ክቡር ጠ/ሚ የአማራን ፋኖና የአማራ ሚሊሻን እንዲሁም የልዩ ሀይሉን ውለታ ወዴት ጥለኸው ነው ?,"ውለታ,ጥለኸው"
አንተ ውሸታም እንደውም ከገዳዮቹ አንዱ ሳትሆን አትቀርም አውሬ ነገር,"ውሸታም, ገዳይ, አውሬ"
ፕሮፋይልህ ላይ ያሉትን ሸርሙጦች አንሳ ከዚያ በኳላ ታወራለህ አንተ ጅላጅል,"ሸርሙጦች, ጅላጅል"
ኢትዮጵያ የምታሳዝነኝ እንደ አንተ አይነት ደነዝ መግለጫ ሲሰጥ አንተ ድዳም,"ደነዝ,ድዳም"
አቶ በቀለ ጃዋርን አንተ ነህ ለዚህ ያደረስከኝ ብሎት በማረሚያ ቤት ዓይንና ናጫ ሆነዋል የሚባለው እውነት ይሆን?,ናጫ
የሚያሳዝነው እናንተ በሰለጠነው አለም የምትኖሩ ደንቆሮዎች ይሄንን ሰው ሲበላ ፎቶ አንስታችሁ መለጠፋችሁ ነው:: ቢበላስ የትግራይን ባህ,"የሚያሳዝነው, ደንቆሮዎች, መለጠፋችሁ"
የአለም ጤና ድርጅት ዳይሬክተር ስለ ጎጠኝነት ሴራ እያሤርህ በመሆኑ በጣም አፍረንብሃል።,"ጎጠኝነት, አፍረንብሃል"
ይድረስ ለ ዘረኛው ዲቃላ  . መስሎህ እንጅ ነገ ሌላ ቀን ነው ።,"ዘረኛው, ዲቃላ"
ይሄ ሰውዬ ከዕውቀት ነፃ ነው ጭንቅላት በጥላቻ ተሞላ ሰይጣን ሽንታም ነገር ነው,"ነፃ,ጭንቅላት በጥላቻ,ሰይጣን,ሽንታም"
ከቲክ ጋር ወሲብ መፈጸም እፈልጋለሁ ፡፡ እኔ ለትንሽ ጊዜ ከቲክ ጋር ወሲባዊ ግንኙነት ማድረግ ፈልጌ ነበር እናም ለዓለም የምናገርበት ጊዜ ደርሷል ፡፡ የእሱ ጠባብ ት,ጠባብ
Who is this? አንተ ደግሞ የማነህ ዘረጦ ፈሳም? ፈታኝ ወቅትስ የትኛው ነው? አማራውና መከላከያው ውጊያ ሜዳ ላይ ሲውል ይህ ሚድያ የት,"ዘረጦ ፈሳም, ፈታኝ"
ሂድና ስገድለት ለዚ ውሻ ሰባኪ መሪ መባል ራሱ ማይገባው በሽተኛ ራስ ወዳድ መጥፎ ሰው። የሱ ውሾች አብራቹት ትቀበራላቹ ወራዶች,"ውሻ,በሽተኛ,መጥፎ,ወራዶች"
እንዴ ማህዚ ከሙፈሪያት ጋር ሠነሳት አልነበረብሽም አትመጥንም,ሙፈሪያት
ህግ ማክበር የማይፈልግን ካልቀጠህና በዚህም ካልተስማማህ አንተ ምን ትባላለህ ደደብ ዘረኛ ካልተባልህ::,"ደደብ, ዘረኛ"
Jeylan hybrid ጁንታ TPLF-OLF እኔ የሚገርመኝ እራስህን ለምን ታሞኛለህ ሞኝ ሲንጠራራ የረዘመ ይመስለዋል,"ጁንታ, ሞኝ, ሲንጠራራ"
ፌስ ቡክ ላይ ሴተኛ አዳሪ ይመስል ፎቶውን ሲለጥፍ የከረመ ሰው ገዳይና መሰሪው አብይን መደገፉ ባይገርምም አንተን የኢትዮጵያ ጠላት አድርጎ መሳሉ ሊያስገርምህ አይገባም  አብይ መሰሪ ገዳይ ነው,"ሴተኛ አዳሪ, ገዳይ, ኢትዮጵያ ጠላት"
አብይ አህመድ ጭንቅላትህን አሰራውስንትካንተ የሚበልጡ ሙሁሮች አሉ ሙሮቹን እንደደደብ ባትቆጥር ጥሩ ነውጥንት ግዜ እንዳይመስልህ ቴክሌለጂው እንኳን ሙሁሩን ያልተማረውን ህዝብ ቀይሮል,"ጭንቅላትህን, ሙሁሮች, ደደብ, ይመስልህ, ሙሁሩን"
ያለብንን ችግር ሳንፈታ ሌላ . እረ ልቦና ያለው ስው ይጥፋ ??? መንጋ ግልፍተኛ ስራፈት,"ችግር, ይጥፋ, ግልፍተኛ, ስራፈት"
ጌታቸው አሰፋ እንደ ጃል መሮ ነው የሞተው ወይስ የምር?,ጃል
እሱን የፈጠረች ያልታደለች እናት አረመኔ ሰው ትፍጠር ??,"ያልታደለች, አረመኔ"
በርግጥም ናችሁ እኮ አልታወቅህ ብሎ ነው። በነፃ ቢሮ እና ጥቅማጥቅም እምታገኝ የእንጀራልጁ ሁነህ አደለም ተለጣፊ ገመድ አንገትህ ላይ አድርጉ እንደ ውሻ ሰለሚጉትትህ ነው,"ሁነህ, አደለም, ተለጣፊ, ገመድ, እንደ ውሻ, ሰለሚጉትትህ"
እውነት ነው አባት እንደ ልጅ አይጨክንም . የዚህ አረመኔ ጭካኔ ግን በዛ,ጭካኔ
ሺ መጋረጃዎችን ብትጠቀም እውነትን አቀብራትም። ውሻ።,ውሻ
አንተ ሰውዬ አይንህም ልብህም ተሰውሮ እንዴት ትችለዋለህ? ያንተ ይለያል ደሞ ልቦና ይስጥህ ውይ ይቅርታ አይንህን ያብራልህ,"ተሰውሮ, ያብራልህ"
አንተ ማመን ካልፈለግክ ምንም ቢሉህ ማመን አትፈልግም። እህትህ ተደፊሪያለሁ ካለችህ አንተ ማን ነህ አይ ውሸትሽ ነው,ውሸትሽ
እንዳንተ አይነቱ ደደብ ቢያጠፋም ባያጠፋም በቀን አንዴ መመከር እበት,ደደብ
አታሽቃብጪ መሀል ሰፋሪ በሁለት ጥይት ነው ሚመታው??,"አታሽቃብጪ,ሰፋሪ"
ኣንቺ ሰው በላ አውሬ ነሽ ረጅም ግዜም ኣትራመጅም,"ሰው በላ, አውሬ, ኣትራመጅም"
የትግራይ እናቶች እምባ ከንቱ ፈሶ አይቀርም አንተ ሰይጣን። እግዚአብሔር በልጆችህ ያሳይህ። ወራዳ።,"ከንቱ, ፈሶ, ሰይጣን, ወራዳ"
በግድ ነው እንዴ? እንዲህ ያለ ደንቆሮ ነው ለካ ይሄ ሰውዬ? እንዲህ ከተናገረ ነፍሰበላ ለመሆኑ ምንም ርጥር የለኝም አምባቸውን፣ እዘዝን፣ ጄኔራል አሳ,"ደንቆሮ, ነፍሰበላ"
ሀሀሀሀሀ አሉላ እንግሊዘኛ መናገር ጀመረ እንዴ ? ምን አደከመው እዚሁ አሜሪካ ቁጭ ብለን በንግሊዝኛ የምናጥረግርጋትን ሼር አያደርግም እንዴ ? First Amen,ሀሀሀሀሀ
እንዳንተ አይነቱ ተማርኩ የሚል ገልቱ ነው አገር ሚበጠብጠው,"አይነቱ, ተማርኩ"
እናትህ አንተ ጋድሚያ ተነስ ልትበቅል ነው እንዴ ስትል እንደመስማት Blessing የለም ??,ጋድሚያ
አንተ ምን አፍ አለህ ከዚህ በዋላ። ጠባብ ዘረኛ።,"ጠባብ, ዘረኛ"
ለጥቅም ሲል እናቱን ከማስማማት የማይመለስ፣ ደነዝ የሚል ይጨመርበት።,ደነዝ
አንተ ውሻ በቅርብ ሞትህ ያሳየኝ ጌይታየ አንተ ውሸታም ሳጥናኤል መቸም ሙተህም እንዱሰው አትከብርም ሲኦል ትገባታለህ እንጂ የንፁሀኑ ደም እሳት ሁኖ ካላነደደህ,"ውሻ, ውሸታም, ሙተህ, አትከብርም, ሲኦል, እሳት"
አንተም ስብሃት ጋር በቅርቡ ትቀላቀላለህ አንተ ፈሪ,ፈሪ
አንተ ጓሮ መሆን አለበት። አኛ የሰው አንፈልግም የራሳችንንም አንሰጥም,ጓሮ
የራሷ እያረረ የሰው ታማስላለች ለመሆኑ በየትኛው ሙራልህ ለ ቻይና happy የሚል መልዕክት ማስተላለፍ የፈለከው ?,"እያረረ, ታማስላለች"
በስልጣኑ ስለመጡ እንጂ ለህዝብ አዝኖ አይደለም????ታሪክም የሚያስታውሰው በዛ ነው።,አዝኖ
ታዲያ ለሱዳን ሲሆን እንደ ውሻ ጭራህን ቆልፈህ ቁጭ አልክ? የሚያግዝ የኢትዮጵያ ወታደር የሻቢያ ወታደር የሁሉም ክልሎች ልዩ ሀይል,"ውሻ, ጭራህን, ቆልፈህ, ቁጭ"
የሆንህ የታሪክ አተላና ገገማ ነህ  በጣም ነው የምታናድደን ኩበት,"አተላና,ገገማ,ኩበት"
የኔ ብቻ የተዘጋ መስሎኝ ሁላችንንም ነው እንዴ የሞከረን አብሽሮ ሌላ አካውንት በርግደን እንቃወመዋለን የዲቃላልጅሞኝክንፈልግ,"አብሽሮ, ዲቃላልጅ"
መሐል አገር ያለን ሰዎች፣ ከዚህ ጅል ሰውዬ ጋር እየተጃጃልን ነው። ጦርነቱ ገና ተጀመረ እንጂ አላለቀም።,"ጅል, ጦርነቱ"
አስግረው እንደ አሳ፣ እንደ ውሻ እሰረው፤ ብሎ ለቆረጠ አሻራው ለጠፋ፣ ያለኔ ላለ ሰው፤ ቃል የለኝም እኔ መከራው ይምከረው።,"እንደ ውሻ, አሻራው, ይምከረው"
ያንተ ቃል ከትዊተር አያልፍም እርሳቸው ግን በዚያው በክብራቸው ይቆያሉ።,አያልፍም
ኣንተ ድቃላ ቀንህ ጠብቅ ሽንታም ቀንህ እየደረሰ ነው,"ድቃላ, ሽንታም"
መጨረሻዬን አሳምረው አለች አያቴ፡፡አለሁ አልሞትኩም ለማለት ፎቶ ይለቃል፡፡ቆይ አሁንም ይህ ደደብ ጭንቅላቱ ፎቶ ሲነሳ ሸራተን ሆቴል እና ዱባይ እየተዝናና ያለ እየ,ደደብ
ባንዳ የባንዳ ልጅ ቤተ መንግስት አስቀምጠህ ሴራህን እየጎነጎንህ በጎን የተለመደ ኢትዩጲያዊ ስብከትህን ትነዛለህ,"ባንዳ, እየጎነጎንህ"
አወል አሎ ይህን ያህል የወረደ ሰብእና አለህ ብዬ ለማሰብ እንኳን ያቅተኛል። እውቀት ብቻውን ከንቱ ነው ለካ የምእራባውያንን ዲግሪዎች ሰብስቦ፣ ነገር ግን,"የወረደ,ከንቱ"
በዘራህዉ ልክ ማጨድህ አይቀርም የጊዜ ጉዳይ እንጅ,ማጨድህ
ከህዝቡ ጀርባ ሆነህ እንደ ውሻ ከምትጮህ እንደ ጀግናው መከላከያ ዘራዊት ፊት አውራር ሆነህ ለምን አትፋለምም ደነስ ሁላ,"ውሻ, እንደ ውሻ, አውራር, ደነስ"
የኔ ደንቆሮ ሁለት ሳምንት ሆቴል ውስጥ ሳይሆን ጉድጓድ እና ጫካ ውስጥ ነወ የነበሩት እንኳን ልብሳቸው እነሱም ሊቀደዱ ይችላሉ,"ደንቆሮ, ጉድጓድ, ጫካ, ነወ"
ወረኛ ሲጠላህ እማይልህ የለም። ካናቢስ እያስጠቀመ ውግያ ያስገባል ሲልህ እንዴት ?አትልም አዎ አሉ ብለህ ትቀጥላለህ።,"ወረኛ,እያስጠቀመ"
የአገር ሉዐላዊነት የሚያስጋህ አትመስልም? አስመሳይ,አስመሳይ
አሁንም አንደበተ ጎደሎ ተሆኛለሽ እንዴ። በራስሽ ሰውነት የማዘዝ መብቱ የአንቺ ቢሆንም ከኢትዮጵያዊነት ባህል በመዝለልሽ ነው አስተያየት የተነገረሽ ጭራሽ ቡራ ከዮ ትያለሽ ማፈሪያ ነሽ??,"አንደበተ, ጎደሎ, ጭራሽ, ቡራ, ማፈሪያ"
እረ ያገሬ ፊደል ያልቆጠረ ባለገር ይግደለኝ ተምረናል ሚሉት በቃ ምርጥ ጅል ሄነው,"ይግደለኝ, ጅል"
እረ ባካችሁ በልክ አድርጉት እኛ እናቃጥራለን እነሱ ንቀታቸው አይጣል ነው ጉራ ብቻ,"እናቃጥራለን, ንቀታቸው"
አብን ውስጤ ነው ብለሽ ነው የዘለልሽው ?? ቀዳዳ አስመሳይ.,"የዘለልሽው, ቀዳዳ, አስመሳይ"
አዎ ምን አባሽ አባትህ አገባህ እንደናንተ የአለም ህዝብ ድንጋይ ራስ መሰላችሁ ለእውነት ይቆማል ድንጋይ ራስ ኮተታም ሁላ,"ድንጋይ ራስ, ኮተታም"
አንድ የተሻለ አስተሳሰብ ያለው ሰው እንዃን የላችሁም? የምትሰሩት ስራ ለፎቶ ብቻ ነው? ያንቺ ደሞ ይለያል አስመሳይ። ላም,"እንዃን የላችሁም, አስመሳይ"
ዲሞ ክራሲ ሳይገባህ ከኔ ቀድመህ እንደምትሞት 1001 እርግጠኛ ነኝ  የእንጨት ሽበት ሁላ,"ሞት, ሽበት"
ምን ላርግ ብለሽ ነው። ይሄን ሰውዬ ስሙን እንኳን መስማት ያንገሸግሸኛል.????,"ራቄ, ያንገሸግሸኛል"
ተስፋ አደርጋለሁ ብዬ ተስፋ አደርጋለሁ ሰይጣን ወደ አንተ ይደርሳል ብዬ ተስፋ አደርጋለሁ በሲኦል ውስጥ እንደበሰብስኩ እና በህይወትዎ ውስጥ ያሉ መልካም ነገሮች ሁሉ ከእርስዎ እንደተ,"ሰይጣን, ሲኦል"
ይሄ ሰውየ ምርኮኛ ብቻ ነው ወይ?? በMig - 23 ብዙ ሰላማዊ ሰው ሆን ተብሎ ተደብድቦ ተገለዎል ቆስለዋል . ስለዚ ወንጀለኛም ጭምር የመ,"ምርኮኛ,ተደብድቦ,ቆስለዋል,ወንጀለኛ"
ባለጌው አንተ ክፉ ልክስክስ። ተመልሰህ ወጥተህ ይቅርታ ጠይቅ። ስሜታዊ ሆኜ ነው በል። እንደ አንተ ርካሽ ደግሞ አላየሁም። ሰላም በጔደ,"ክፉ, ልክስክስ, ርካሽ"
ምድረ ደነዝ ሁሉ ጭንቅላቱ ሲጠብ ጭንቅላት ያላቸውን ሰዎች መደብደብ ያው ዝቅተኛነታቸውን ያሳያል:: ይኸው ነው የነታከለ ኡማና ሽመልስ ማፊያ ማደራጀት::,"ዝቅተኛነታቸውን, ሽመልስ, ማፊያ"
እናንተ አይደላችሁም እንዴ እዚህ የደረሳችሁን ። አረ እፈር ዮሆንክ እስስት,"አይደላችሁም, እፈር, እስስት"
ኤጭ ዘረኛ ሆንክ አንተም ግን አልታወቀህም መሰለኝ,ዘረኛ
አንተን የተቀበለ ሰይጣንም ቢሆን ካስተዳደረ የሰው ሰቀቀን የሰው ሀዘንና ለቅሶ ምንም አይመስልህም በሆነው ነገር አይዘኑ ሁሉ ነው እያልክ ያለኸው?,ሰይጣን
