Sentence,Negative Connotations
"Die Ultras sind das gleiche Pack wie linke Anarchisten,wann wird endlich mal durchgegriffen.Unsere Juristen sind halt alle Gutmenschen die lieber eine arme Rentnerin ins Gefängnis schicken","Pack, durchgegriffen, Gutmenschen"
"Bosbach hätte die Ditfurth mit Ohrfeigen und Tritten aus dem Studio davonjagen. und ihr den Fächer ins Maul stopfen sollen. Ja, so wäre das.","Ohrfeigen, Tritten, davonjagen, Maul stopfen"
Dann bleib am besten dort du linker Heuchler!,"linker, Heuchler"
"Von der abgefuckten SPD fallen mir auf Anhieb mindestens 5 Bastarde ein, die ich nahe an Göbbels oder Himmler sehe.","abgefuckten, Bastarde"
"Schade das wir soviele dumme dumme deutsche Menschen haben, wer jetzt auf empört macht dem könnte ich glatt..... kotzgrüne Arschlöcher ihr!!","dumme, dumme, kotzgrüne, Arschlöcher"
#Invasion #Fakt Das kulturell inkompatible #Gesindel versucht in verbrecherischer Art & Weise die deutschen Wahlen zu beeinflussen!,"Invasion, kulturell inkompatible, Gesindel, verbrecherisch"
"Bis dahin fällt den Grünen schon ein das Ghana kein sicheres Herkunftsland ist...die kriegen alles hin, die lieben solchen Abschaum",Abschaum
Ohne Worte....das manche Menschen so dumm sind....noch dümmer sind wirklich nur Schafe...!,"dumm, dümmer, Schafe"
"Richtig, habe jetzt ausgeschaltet, kann das Gör einfach nicht anhören...",Gör
Schaut die Bazille Anwalt an....😃😃,Bazille
"Dass ist nicht freiwillig,sondern der Geldknappheit der Städte und Gemeinden geschuldet,die Gelder den Asylanten wie Puderzucker in den Hintern blasen.🌬","Geldknappheit, Asylanten, in den Hintern blasen"
Pubertierende masturbierende Pickelträger...kein Wunder das deutsche Mädels keine deutsche Jungs wollen....!,"Pubertierende, masturbierende, Pickelträger"
Diese Frau kann einfach nur labern und hat keine Ahnung 🤦🏼‍♀️ Sorry,"labern, keine Ahnung"
Besser als Schreckschusswaffe gegen #rapefugees: Wasserspritzpistole gefüllt mit Schweineblut ^^,"Schreckschusswaffe, #rapefugees, Schweineblut"
Das grüne Gesindel ist auch wieder dabei,Gesindel
"Ihr lügt was das Zeug hält, ihr Merkel Vasallen!!","lügt, Vasallen"
"Was hast du gegen Asiaten, du Halbnigger?!",Halbnigger
NrW Minister Jäger! : Die Grosse Pfeife spricht 😂😂😂😂😂,Pfeife
"Bin wieder zu Hause in meinem Mecklenburg - in Szczecin meinte man, Murksel bekam heute die Aufmerksamkeit in Washington, die sie verdient 😜",Murksel
"Neger eben nur schwanzgesteurt. War immer so und wird immer so bleiben,für diese primitive Rasse!","Neger, schwanzgesteurt, primitive Rasse"
Auf nach Deutschland...die lieben solchen Abschaum. ...und Geld gibt’s auch dafür...,Abschaum
wen interessiert dieser dumme Türke gibt es nichts wichtigeres aus NRW zu berichten @USER_0 #WDR,"dumme, Türke"
"Jetzt wieder die typische AfD Hetze gepaart mit dreisten Lügen.... unmöglich, Linksfaschist #Böhmermann","typische AfD Hetze, dreisten Lügen, unmöglich, Linksfaschist"
Man glaubt es kaum. Die Dame hat die DDR scheinbar nicht bewusst live erlebt. Aber die Dummheit stirbt leider nie aus,Dummheit
Wieso ist so ein linker Anarchist noch auf freien Fuß.Einsperren und verschimmeln lassen,"linker, Anarchist, Einsperren, verschimmeln"
Wenn das zustande kommt müßte es eigentlich jeder merken das wir übergangen werden....!. Das ist keine Volksentscheidung ...das ist nicht Wählerwille ..!!. Verfluchte Scheisse...😡😡,"übergangen, Verfluchte Scheisse"
Wer wählt denn noch SPD mit diesem schulischen Versager. Martin Schulz. 2 x sitzengeblieben. Der taugt doch nichts.,"Versager, taugt doch nichts"
"Hetze, Wahlbeeinflussung in den USA u. GB, DAS IST DIESES SCHEISSLAND!!! Ach so, aber der Putin ist ja SCHULD 😂😂😂","Hetze, SCHEISSLAND, SCHULD"
"Lachnummern, wie Papagei Tauber sind gut für`s Wahlergebnis. Merkel steht auf Leute oh. eigene Meinung u. mit NICHTS zw. d. Ohren 😜","Lachnummern, Papagei, NICHTS, zw. d. Ohren"
"George Weinberg war so ignorant und abstoßend, dass er nen gutes Sinnbild für Trumps Lager abgegeben hat. Die Republikaner sind seit Bush in einer stetigen menschlichen Abwärtsspirale...","ignorant, abstoßend, stetigen menschlichen Abwärtsspirale"
Raub Mord Vergewaltigung muss gesühnt werden...egal in welchem Land...Abschiebung erst nachdem diese Schweine ihre Strafe absitzen...!,Schweine
Die Grenzen sind weit offen alle kommen sie herein registriert oder nicht das interessiert hier kein Schwein ....Das gibt es nur in Deutschland,Schwein
Gratuliere ebenfalls und den Linken eins aufs Maul!,aufs Maul
"Die ist nicht nur peinlich,hat einen Riss in der Schüssel, das Unfähigste, was mir diesbezüglich bisher begegnet ist","peinlich, Riss, Unfähigste"
Wo ist der #aufschrei #ausgruenden #Belästigung von #Flüchtlingsfrauen in #Flüchtlingsheimen?  Könnt wohl nur #koelnhbf u #Rapefugees?  :'-(,"Belästigung, Rapefugees"
Die Roten importieren Judenhassende Moslems ohne Kontrolle und du heulst wegen einem Liedtext rum? #Landbauer,"importieren, Judenhassende, ohne Kontrolle, heulst, rum"
"Hat da tatsächlich jemand die Nahles vorgeschlagen, oder sind das nur Darmblähungen gewesen ???",Darmblähungen
Und das sagt gerade eine pubertierende Pickelplantage....heiligsblechle...😃😃,"pubertierende, Pickelplantage"
"Es ist ekelhaft mit anzusehen, wie Merkel den Kirchentag als Bühne nutzt, um ihre MACHT zu erhalten, um so Dtl./EU an die Wand zu fahren 😜","ekelhaft, an die Wand zu fahren"
Hatte schon Angst das ich ab jetzt nur noch an den Baum oder in die Hecke pissen darf.,"Angst, pissen"
"Stimmt, Österreich muss mittlerweile hinnehmen dass Moslems in Wien zur Schlachtung der Juden aufrufen. Aufruf zum Völkermord!","hinnehmen, Schlachtung, Aufruf, Völkermord"
"Nein, ich gehöre anscheinend auch nur zum blöden Wahlvieh—um die jetzt vor den Wahlen nochmal mit kruden Vorschlägen geworben wird.","blöden, Wahlvieh, kruden"
Internet Gestapo von H.Maas und der Antonio Amadeus Stiftung. Bezahlt mit Steuer Gelder. Knecht von Google.,"Gestapo, Knecht"
Eine dumme Labertasche dieser ...,"dumme, Labertasche"
Achja ... und steckt euch euren - in Wahrheit RASSISTISCHEN - '#diversity'-Scheißdreck sonstwohin ...,"RASSISTISCHEN, Scheißdreck"
Aber wehe ein Asylantenschmarotzer stirbt durch Deutsche!!!,Asylantenschmarotzer
"Aber ein Bildausschnitt reicht, um Mio 'Wähler' zu überzeugen > bewusste Manipulation der 'Leser' dieser Lügenpresse 😜","Manipulation, Lügenpresse"
Die Arschlöscher der Justiz leben in einem eigenen Biotop,Arschlöscher
Egal dann halt Syrer und keine Nafris,Nafris
Das ist so ein Bullshit...nichts ist schlimmer zu ertragen als die Grünen. Wie kann man nur von so vielen Dingen so wenig Ahnung haben...,"Bullshit, schlimmer, ertragen, wenig Ahnung"
Es gibt fast ausschließlich Schwachköpfe und Arschkriecher in der Politik! Eine eigene Meinung führt meist zu Problemen! 😜👎🖕,"Schwachköpfe, Arschkriecher"
Großer Gott steh uns bei..... Das diese Frau entsorgt gehört ist eindeutig....!,entsorgt
Wohl eher die Hetzkammer der abgefuckten Altparteien. Da werden einige Bastarde mit ganz schön Dreck am Stecken dabei sein.,"Hetzkammer, abgefuckten, Bastarde, Dreck am Stecken"
Würde lachen wenn er wirklich mal vom 1 stock ins Erdgeschoss mit seinem Fettarsch durchbricht,Fettarsch
"ES WIRD ZEIT, DIESE KRANKE ZU WARNEN!",KRANKE
Nur noch Geisteskranke Politiker in der Regierung!! Es muss ein Ende haben!!!,Geisteskranke
das wird der Irre auch versuchen,Irre
Wie lange wollt ihr uns eigentlich noch verarschen?. #illner,verarschen
"SPD - SCHANDMÄULER, PÄDOPHILE und DENUNZIANTEN !!!. Das machtgeile Pack dieser abgefuckten Dreckspartei möchte sich noch gerne 4 Jahre bereichern und scheisst dabei auf den deutschen Bürger.","SCHANDMÄULER, PÄDOPHILE, DENUNZIANTEN, machtgeile, abgefuckten, Dreckspartei, bereichern, scheisst"
"Vehement kotzt sich d. CDU üb. Nazis in d. AfD aus,hatte aber nach 45 Nazitäter in d. Regierung u behinderte d. Aufarbeitung d. 3. Reiches 😜","kotzt, Nazis, Nazitäter, behinderte"
"Ach ja,gibt es noch ein KZ, was der Pfaffe Gauck noch nicht besucht hat?",Pfaffe
Politik war damals schon scheisse....jetzt ist sie allerdings komplett beschissen..... Unsere Politikerköpfe ist doch der reinste Abfall....,"scheisse, beschissen, Abfall"
"wie strunzdumm ist denn die türkische Rechtsanwältin in der @USER_0 sie sollte besser machen was sie kann, Ziegen hüten #WDR","strunzdumm, Ziegen hüten"
Der Penner muss ja auch nicht unter Seinesgleichen leiden... Wenn der das mal ein paar Monate mitmachen dürfte wäre der doch der Erste der lautstark nach dem Staat ruft...,"Penner, leiden, lautstark"
Man hört noch nicht einmal einen Judenfurz💨,Judenfurz
"Es leben mehr als 5 millionen Türken in Deutschland, lern Türkisch, du Arsch... Passt es jetzt du Vollidiot?","Arsch, Vollidiot"
"Man darf nicht vergessen, dass die öffentlich-rechtlichen Vasallen von Merkel sind und das berichten was Merkel vorgibt!!",Vasallen
Nur die Dumm-Deutschen wollen es nicht begreifen!!. DUMBEST WOMAN ON EARTH: Angela Merkel says Islam is ‘not the source of terrorism’,"Dumm-Deutschen, DUMBEST WOMAN ON EARTH"
"tut mir leid aber diese, in meinen Augen, strunzdumme Frau #Schwesig von der #SPD schaue ich mir nicht länger an bei #MaybritIllner und tschüss",strunzdumme
@USER_15 @USER_12 @USER_9 @USER_5 @USER_13 @USER_10 @USER_1 @USER_6 @USER_3 @USER_11 @USER_0 @USER_14 Macht mal Urlaub in einem islamischen Land. Dann wisst ihr was Gaffer sind.,Gaffer
"Wer hier Naziverhalten sieht, hat ein Rederecht. Auf dem Klo.. Scheisshausparolen gehören dort hin. Schon 1683 wurden die. Türken davongejagt.","Naziverhalten, Scheisshausparolen, Türken davongejagt"
"Dieser Rot Grün versiffte Zick hetzt in d ARD gegen all die DE, die durch diesen Lug, Trug u Manipulation Journalismus nicht verblödet sind","versiffte, Zick, hetzt, Lug, Trug, Manipulation, verblödet"
"Ständig gegen Deutsche hetzen und über unsere Kultur spotten, aber nicht die Eier haben zu einer Mohammed-Karikatur #LaferLichterLuther","hetzen, spotten"
"Es ist auch nicht gerade emanzipiert, einen barbarischen Wüstenkrieger zu verehren, der ein 9jähriges Mädchen gevögelt hat.","barbarischen, gevögelt"
Schulz fordert bei einem Teil der Abzuschiebenden die Aussetzung.. Das ist hinterfotzig. In Deutschland gibt es auch Terroranschläge.,"hinterfotzig, Terroranschläge"
"Hallo, waren es die Linksradikalen oder Reichsbürger die Anschläge auf Privateigentum verübt haben!!!😡 die verkommene Lügenpresse war klar!","Linksradikalen, Reichsbürger, Anschläge, verkommene, Lügenpresse"
"Ich meine, im Schland reden so viele 'Experten' über Sicherheit und merken nicht, dass sie so dämlich sind, wie Russland groß ist 🤢","Schland, 'Experten', dämlich, 🤢"
"Habt Ihr verstanden, Ihr Hohlköpfe? Die 20 Politiker sind um Verbesserungen bemüht.. Wir brauchen keine aggressiven, vermummten Feuerleger.","Hohlköpfe, aggressiven, Feuerleger"
"Verdammt nochmal, Ihr Italiener. Schließt endlich Eure Häfen für Shuttleschiffe. Wir brauchen keine illegalen Einwanderer.","Verdammt, illegalen Einwanderer"
Was für eine häßliche Kröte...und der Bulgarireif entstellt sie noch mehr...😃😃,"häßliche, Kröte, entstellt"
und wie dumm ist die Bevölkerung!,dumm
Aus eigentlichen Verlierern wurden Sieger.. FDP u Grünen hätte niemals passieren dürfen.....die dummen dummen Biodeutschen.,dummen
Hubi...mei bisch du a deppeter....😂😂,deppeter
Wenn das schon alle behaupten....wieso ist die alte noch immer auf freiem Fuß...?,alte
"Selbstverständlich. Fett gepamperte Zugpferde sämtlicher arabischer Islamlobbys. Wenn diese am Ziel sind, werden die Damen unter das Kopftuch entsorgt","Fett gepamperte, Zugpferde, arabischer Islamlobbys, entsorgt"
"Wer noch nicht gesehen hat, so ein Abschaum darf bleiben!",Abschaum
"Was hat diese saublöde Frage mit meiner 'Fußballerfrage' zu tun? 80% der Fußballvereine, bestehen nur aus Legionäre! Das ist trauriger Fakt!","saublöde, trauriger"
skrupellose erbärmliche Schmarotzer die bei #Pro7 ihr Geld mit krebskranken Patienten machen . dieser Sender ist einfach das Letzte,"skrupellose, erbärmliche, Schmarotzer, das Letzte"
Weil die dummen deutschen Grünen und FDP gewählt haben...deswegen werden sich diese Zustände nicht ändern....ganz im Gegenteil...,dummen
"#Hoaxmap, weil #Rapefugees vergewaltigen auch manchmal niemand","Hoaxmap, Rapefugees, vergewaltigen"
Eine furchtbare Frau....dumm und arrogant. Aber so sind alle Grünen...die kleinsten halten sich am unverzichtbarsten. So sinnlos...!!,"furchtbare, dumm, arrogant, sinnlos"
SPD...die bedeutungsloseste Partei mit den widerlichsten Politikern....!!!,"bedeutungsloseste, widerlichsten"
"Liebe Freunde, packen wir die größte Verbrecherorganisation am Kragen!. Vernichtung der Sozis!","Verbrecherorganisation, Vernichtung"
geh wieder pennen...dein Gesülze interessiert mich nicht,"pennen, Gesülze"
"Im Gegensatz zu den Sozialschmarotzern, die hier her kommen, sind dort tatsächlich Flüchtlinge unterwegs.",Sozialschmarotzern
Wie? Dieses Pack wird doch von der Bundesregierung finanziert!! Das ist Merkels privat Armee! Hitler hatte auch Schläger Trupps!,"Pack, Schläger Trupps"
"Frau Merkel und Konsorten!. Ihr seid die Sklaven der Ostküste. Jetzt lacht ihr, doch der Wind wird sich drehen, und dann gnade euch gott!","Konsorten, Sklaven, gnade"
"Schulz das REKTUM ist wirklich nicht mehr zu ertragen, unser 365 Tage AMTMANN ! Ich lass mir den nicht gefallen, auf keinen Fall !","REKTUM, nicht mehr zu ertragen, nicht gefallen"
Die Schweinejournalisten Bande der ÖR Medien hetzen unentwegt gegen Trump u jetzt auch gegen den Österreichischen Bundeskanzler Kurz. AFD,"Schweinejournalisten, Bande, hetzen"
"Wehe derTäter wäre ein Rechter und hätte einen Nigger, äh Nigerianer abgestochen!","Wehe, Nigger, abgestochen"
"Wenn ich die Werte Polens nicht achten würde, wäre ich nicht als Dolmetscher tätig, sonder säße im Berliner Saustall 😜",Saustall
"Ein wirklicher Eklat ist, dass sich das ach so soziale Pack der SPD im Auswärtigen Amt menschenverachtend verhält und willkürlich handelt!","Eklat, Pack, menschenverachtend, willkürlich"
"Bin gerade aus Polen zurück, im Szczeciner Rathaus lacht man sich über Merkels naives Kontern (Trump) krumm u. meinte: dümmer geht`s nicht","naives, krumm, dümmer"
"Hallo, ja, und fast 50% solcher Schwachmaten und Vollidioten haben wohl in den USA Trump gewählt, so einfach kann eben die Welt sein? VLG","Schwachmaten, Vollidioten"
"Der Muslim,allgemein auch als Islamist bekannt, hat noch nie etwas selbst erschaffen! Das wird er auch in Zukunft nicht. Halt Vollnieten !","Islamist, nie etwas selbst erschaffen, Vollnieten"
Söder sollte Verteidigungsminister werden. Entsorgt von der Leyen. #illner,Entsorgt
Deutschland geht unter und Merkel ist der Totengräber!,"geht unter, Totengräber"
Der abgehalfterte Vorsitzende der SPD versucht nun auf durchschaubare Art der. überlegenen Kanzlerin an´s Bein zu pinkeln. Er taugt zu nichts,"abgehalfterte, durchschaubare, an´s Bein zu pinkeln, taugt zu nichts"
JedenTag strömen Muslimische Invasoren ins Land u es nimmt kein Ende Merkel u Schergen Posaunen dass wir weiter Hunderttausende aufnehmen,"Invasoren, Schergen"
"Die ganze „Mafia“ in Berlin muss weg, das Volk kann es auch selbst, dazu brauchen wir keine Politmarionetten.","Mafia, Politmarionetten"
Joschka war einst der größte Stinkstiefel ein Unruhestifter...bis man ihn zum gutbezahlten Minister ernannte..... Sagt das nicht viel aus...?,"Stinkstiefel, Unruhestifter"
"Würde mich ja nicht wundern, wenn diese Deppen Staatsgelder kassieren würden.",Deppen
Ich will diese muslimische #Invasion hier nicht! Ich will keine #Asylschmarotzer #Krimigranten und #Rapefugees! Ich will nicht!!,"muslimische #Invasion, #Asylschmarotzer, #Krimigranten, #Rapefugees"
"Generalstreik wäre schon lange fällig, aber mit Deutschen Schlafmützen und Angsthasen nicht zu machen","Schlafmützen, Angsthasen"
Was für ein erbärmlicher Feigling diese Type ...alleine deswegen sollte man ihn verjagen. Aber eigentlich befindet er sich hier in einem elitären Kreis der gleichgesinnten Deutschen...!,"erbärmlicher, Feigling, verjagen"
"Wurde der Merkel schon 2015 von Australien empholen. Doch Dämon Merkel ,macht das Gegenteil.😠💩",Dämon
So kennen wir die Antifantenbrut! 👎🖕,Antifantenbrut
"Merken Religionen eigentlich nicht, dass Gott sie verarscht?. Ein Stück Wüste als Heiliges Land?. Welcher normale Mensch würde das von einem Immobilienmakler akzeptieren?",verarscht
Na klar 100% für Merkel!😡😡😡 Die Bild ist auch einer dieser verlogenen Zombie Vasallen Merkels!!!,"verlogenen, Zombie Vasallen"
Wenn ich den Altmaier sehe kommt mir die Wurst.,Wurst
Menschenrecht Wohnen – in Deutschland leider unbezahlbar? Diese Überschrift quietscht vor Dummheit. Da brauch man sich nur die Entwicklung der Anzahl der bezahlbaren Wohnraums sich anzugucken.,Dummheit
Frau Schulz von den Grünen labert seit einer Stunde ununterbrochen dünnschiss. Nur utopien nichts konkretes wischiwaschi habe von der Partei auch nichts anderes erwartet,"labert, dünnschiss, utopien, nichts konkretes, wischiwaschi, nichts anderes erwartet"
Diese Affen schauen alle gleich aus...für mich ist da nichts Menschliches,"Affen, nichts Menschliches"
"Klar, denn was wir unbedingt brauchen ist noch mehr Dummschwätzerei an Hochschulen.",Dummschwätzerei
unholy relationships with the Kremlin - Was für ein hirnerweichender #links-faschistischer Dreck! Wie üblich in der #NYT #nrw17,"hirnerweichender, links-faschistischer, Dreck"
"Oh Gott, sehe gerade Laschet in den n-tv Nachrichten, ich glaube ich muss ko***, mir ist schlecht 🤢🤢🤢","ko***, schlecht"
"beachtlich, wieviel gutmenschen von einst mittlerweile die hosen gestrichen vollgeschissen haben vor angst vor #rapefugees #spielfeld","gutmenschen, vollgeschissen, angst, rapefugees"
Wie kann nur jemand so dumm sein....was für eine dumme Kuh...@USER_1,"dumm, dumme Kuh"
"Scheinbar haben diese Schnarchnasen nichts anderes drauf, als fremdes Eigentum zu beschädigen! 😛🖕","Schnarchnasen, beschädigen"
was fährt @USER_0 jetzt wieder an die Wand nachdem er schon den #Nürburgring versenkt hat? In meinen Augen ist Kurt Beck eine absolute Nullnummer und Vollniete #SPD,"versenkt, absolute Nullnummer, Vollniete"
Ja es war ein hinterhältiger feiger Anschlag....Abschaum.... Aber Amri hat damit nichts zu tun....!!,"hinterhältiger, feiger, Abschaum"
Scheiss Sozialisten - bestreiten alles! Nur nicht ihren eigenen Lebensunterhalt..... Nichtsnutziges Pack!,"Scheiss, Nichtsnutziges Pack"
Respekt für diese Menschen ...die sind bestimmt froh das sie ihr nichtsnutziges Lumpenpack los sind. die Deutschen liebe diesen Müll..!,"nichtsnutziges, Lumpenpack, Müll"
Diese Volksverräterin ist nur noch zum kotzen ich hoffe das diese .... bald verreckt und zwar von ihren neuen Deutschen hingerichtet wird!!,"Volksverräterin, kotzen, verreckt, hingerichtet"
kein verläßlicher Verhandlungspartner. Nachkarteln nach den Sondierzngsgesprächen - schickt diese Stümper #SPD in die Versenkung.,"kein verläßlicher, Stümper, Versenkung"
"Eine liberalen Demokratie gegen ein autoritäres islamisches System, welches seinen Kindern beibringt, Juden zu töten.. Nein, die Verantwortung liegt nicht bei beiden.","autoritäres, beibringt, töten, Verantwortung"
"Ich muss mich von ungebildeten, überbezahlten politischen Phrasendreschern nicht als Nazi, Pack, oder Populist bezeichnen lassen!!!","ungebildeten, überbezahlten, Phrasendreschern, Nazi, Pack, Populist"
Was haben wir nur für ein häßliches Grusel-Kabinett....,"häßliches, Grusel-Kabinett"
Stoppt denn keiner diese Dummbacke!,Dummbacke
Lösung in Sicht...Ticket verteuern und Sicherheitspersonal in die Busse...mit Schlagstöcken!,"verteuern, Schlagstöcken"
"wenn du Arsch geficktes Elitäre schwein ,den Mut und Eier hättest,dann sag wirklich wie du heisst !!!! Oh Entschuldigung !","Arsch, geficktes, Elitäre, schwein"
"Kinder in Schwimmbad unbeaufsichtig zu lassen,kann man als Eltern vergessen,wenn frei rumlaufende #rapefugees ihr Unwesen treiben.#abmerkeln","unbeaufsichtig, #rapefugees, treiben, #abmerkeln"
"die Partei ohne Rückrat #SPD fällt wie zu erwarten gewesen ist doch um. Einfach nur ekelhaft, widerlich und demnächst unter 5%","ohne Rückrat, ekelhaft, widerlich"
"Wenn schon die Betreuer Atemschutzmasken benutzen ,wer schützt uns vor Tropenkranke Neger?",Neger
"Jetzt hört doch mal auf mit Lugner. Für mich ist er ein armes. Würstel, das nur in der Öffentlichkeit küsst. Sonst herrscht tote Hose.","armes, Würstel, tote Hose"
Mit dem Geld für die Goldjungenfamilien hätte man JEDEM DEUTSCHEN RENTNER/IN ein menschenwürdiges Dasein sichern können.ZUR HÖLLE MIT MERKEL,ZUR HÖLLE
Die ganzen Versager auf einem Haufen,Versager
Die Linken. SED KED Sozialilstich Kommunistische Einheits Partei Deutschlald. Sozial Demokraten Arsch lecker von Hittler. CDU gegründet aus Stasi und Gestapo Mitglieder. Willkommen im 4ten Reich.,"Arsch lecker, Hittler, Stasi, Gestapo, 4ten Reich"
Simone Peter ist optische wie Marin Le Pen nur mit hässlicherer Haut. #Jamaika @USER_0,hässlicherer
Dummes Geschwätz von Kern. Er ist für Lösungen. Bin. ich auch. Unfähige Nulltipper davonjagen. Die Wahlen kommen.,"Dummes, Geschwätz, Unfähige, Nulltipper, davonjagen"
"Ein Imam liest aus dem Koran ,eine Hetzerreligion gegen Christen,bei der Breitscheidplatz-Gedenkfeier.Was für ein Hohn!!!!!!!","Hetzerreligion, Hohn"
"Solls die freiwilligen Asylantenhelfer-Dummköpfe treffen, damit sie wach werden.",Dummköpfe
"Für Merkel steht der Deutsche Bürger nur im Mittelpunkt, um ihn von allen Seiten in den Arsch treten zu können - meine ich!",Arsch treten
"weil wir doch nur angelogen werden von der Deutschen #Lügenpresse ,Es ist aber auch Ali .S","angelogen, #Lügenpresse"
"Wie dämlich muss man sein,um einen Kriegstreiber Poroschenko in München zu hofieren. Ach so,Ihr meint auch,als Politiker kann`s passieren? 😜","dämlich, Kriegstreiber"
"Der DE Rot Grün versiffte Journalismus hetzt gegen all die Präsidenten anderer Länder siehe Kurz , Orban, Trump die ihr Volk vorziehen. AFD","versiffte, hetzt"
Schulz kennt alle Probleme und kriecht jedem in den Arsch. Dabei hat seine #abgefuckteSPD die Probleme mitverursacht !!!,"kriecht, Arsch, abgefuckte"
"Horror die Alte, da sehne ich mich fast nach Karl Lauterbach!","Horror, Alte"
"Wo bleibt der private Wachdienst, der die in den Arsch tritt?",Arsch tritt
"Transgender ,ist sie !!! Dieses Miststück!",Miststück
Deutsche haben dafür MEIST Jahrzehnte einbezahlt! 99% der Asylanten haben nie und werden NIE etwas einbezahlen!,"Asylanten, nie, NIE"
"Hab gerade ein paar Ausschnitte dusselige Will geschaut lol ! Klasse Weidel , die Blödmänner gehen wie Besenbinder aufeinander los !👍🏻👍🏻👍🏻👍🏻","dusselige, Blödmänner"
Mädels aufpassen.....Gerichte urteilen sehr milde bei Vergewaltigung durch Migranten-Asylanten...oder wie immer sich dieses Gesindel nennt..,"Vergewaltigung, Migranten-Asylanten, Gesindel"
Näch meiner Erfahrung tritt die abgefuckte SPD die Menschenwürde mit Füßen - siehe das abartige Auswärtigen Amt und seine Schergen !!!,"abgefuckte, abartige, Schergen"
Was ist dir denn lieber ?? Burkha mit günem Punkt !! Oder ein verschwulter Braunhäutiger mit Federboa !! Herrgott hau die linken weg ! bitte,"verschwulter, Braunhäutiger, Herrgott, hau, linken, weg"
"Typisch,Demokraten werden ausgewiesen und der Mob von Nafris darf bleiben!Armes Europa.","Typisch, Mob, Nafris, Armes"
DIESES GESAMTE GESOCKSE MIT IHREM CLAN MUSS INNERHALB EINES TAGES RAUS AUS DEUTSCHLAND!,"GESOCKSE, CLAN, RAUS"
Genau deswegen blieben die Moslems doch weg!! Merkel und ihre Vasallen nehmen noch nicht mal die Moslems mehr erst! Erdogan doch auch nicht,"weg, Vasallen, nehmen noch nicht mal, erst, auch nicht"
Du Vogel hast mir gerade noch mit deiner Ausländerfeindlichkeit gefehlt! Mach dich vom Acker #afdWuergt #AfDimBundestag,"Vogel, Ausländerfeindlichkeit, Mach dich vom Acker"
"Ich glaube es hackt!Gerade die Rentner sind diejenige , die Angst haben , dass das bisher einigermaßen ausgewogene Sozialsystem durch die Eselstreiber und Ziegenmelker kaputtgemacht wird.Siehe Krankenkassen!!!","Eselstreiber, Ziegenmelker, kaputtgemacht"
Die SPD hat eben scheiss Personal.,scheiss
Helene Fischer ist wie Bumsen mit Kondom.... Macht einfach kein Spaß :-),"Bumsen, kein Spaß"
Weils Juden eben auch tun-erlaubt .Tierquäler gehören in die Hölle.,"Tierquäler, Hölle"
"Die Linken Gender- und meetooidioten die du in den Staaten kennst, natürlich nicht.",Idioten
Ohne Worte...Illner Will Maischberger u der Obertrottel Lanz machen alle so weiter als wäre nicht geschehen ...eigentlich ist ja auch nix passiert...,"Obertrottel, nix"
"Der hat und brauchte nicht solche Lügen und Märchen den Bürgern zu verklickern, wie Sie Herr Seibert! Aber es gibt eben Leute, die für Geld ALLES labern!","Lügen, Märchen, labern"
"#Schwulenhilfe #Berlin richtet für Schwule #Asylanten Schwulen-Unterkünfte ein,gekoppelt mit einem Schw.Puff könnten Asylanten dort arbeiten","Schw.Puff, Asylanten"
Wir müssen zulegen und Merkel vernichten!!!,vernichten
"Wenn Hacker die Bundestagswahl beeinflussen sollen, ist Merkel die Leithäckerin > sie hackt sich den Stuhl unter`m gewaltigen Arsch weg 😂😂😂","gewaltigen, Arsch"
Dann kommt die grüne Wanderwarze auch !,Wanderwarze
Die sind doch alle schon Gehirnverseucht!,Gehirnverseucht
dann warten wir mal ob die Lügenpresse und Medien jetzt über Marcon herziehen und hetzen!!,"Lügenpresse, hetzen"
#Kanzleramtsminister #Altmaier schwitzt wie ein Schwein in den #Tagesthemen #CDU,"schwitzt, Schwein"
"Aber richtig und Abschiebungen aller verdächtiger Asylanten, samt Asylschmarotzer.","verdächtiger, Asylanten, Asylschmarotzer"
"Ihr diskutiert allen ernstes über eine völlig schwachsinnige, noch dazu ausgezeichnete Rede einer vielleicht schon nicht mehr im Land befindlichen Psychopathin, habt ihr nichts besseres zu tun ⁉️","schwachsinnige, Psychopathin"
BRD einfach nur noch peinlich scheiß Zensurstaat,"peinlich, scheiß"
